服務地點,倉庫別,客戶名稱,維護時間,行車距離,郵遞區號3碼,郵遞區號,樓層,出租單號,週清1,週清2,緯度,經度,排程總序號,count,zone_id
新北市新店區中興路三段206巷1弄17號旁,5A-平鎮倉,77601 信昇昌營造-新店區,8.0,87.1,231,新北市新店區,1,RT20250000010636,1.0,,24.985461,121.541511,1120,1,5
新北市新店區中興路３段247巷工地-電聯定位,5A-平鎮倉,62356 德府建設-新店,8.0,87.4,231,新北市新店區,1,RT202500007461,1.0,,24.983425,121.542505,1120,1,5
新北市新店區僑信路41巷,5A-平鎮倉,70759 新月建設-小城段,8.0,66.0,231,新北市新店區,1,RT20250000010670,1.0,,24.950289,121.499522,1120,1,5
新北市新店區北新路一段64巷口,5A-平鎮倉,78316 隆豪營造-新店區,8.0,78.0,231,新北市新店區,1,RT20250000013683,1.0,,24.966503,121.54135,1120,1,5
新北市新店區央北一路28號旁白色圍籬工地,5A-平鎮倉,78278 富泰營造-新店錫瑋建設住宅,8.0,80.3,231,新北市新店區,1,RT20250000013524,1.0,,24.97585,121.530028,1120,1,5
新北市新店區央北二路與斯馨路口-忠泰蘊基地,5A-平鎮倉,77306 忠泰建設-忠泰蘊基地,16.0,80.6,231,新北市新店區,1,RT202500009232,1.0,,24.97742,121.530309,1120,2,5
新北市新店區安忠路99號-附近停車場,5A-平鎮倉,75782 逸圻企業-新店,8.0,67.5,231,新北市新店區,1,RT202500002224,1.0,,24.954156,121.509283,1120,1,5
新北市新店區寶安街56號,5A-平鎮倉,75554 東鐿營造-新店,16.0,87.3,231,新北市新店區,1,RT202500001317,1.0,,24.983991,121.541761,1120,2,5
新北市新店區斯馨路71巷轉角,5A-平鎮倉,77523 桂裕營造-銜接#72164 騰飛營造,8.0,80.7,231,新北市新店區,1,RT20250000010265,1.0,,24.978075,121.530809,1120,1,5
新北市新店區斯馨路與日月街交叉口工地,5A-平鎮倉,67088 鼎實建設-新店,8.0,80.4,231,新北市新店區,1,RT202500008299,1.0,,24.976561,121.530264,1120,1,5
新北市新店區溪園路87號,5A-平鎮倉,77438 國隆營造工程股份有限公司,8.0,85.5,231,新北市新店區,1,RT20250000012058,1.0,,24.986802,121.529192,1120,1,5
新北市新店區禾豐七路113巷36號(逸品琚社區D02戶),5A-平鎮倉,73365 映玥室內-逸品琚D02戶,8.0,51.9,231,新北市新店區,1,RT20250000013288,1.0,,24.932284,121.504467,1120,1,5
新北市新店區秀岡二街16巷21號-康橋旭,5A-平鎮倉,70284 帷圓室內-康橋旭,8.0,47.8,231,新北市新店區,1,RT20250000012797,1.0,,24.916839,121.502556,1120,1,5
新北市新店區秀水路31號旁工地,5A-平鎮倉,58451 安生營造,24.0,74.43333333,231,新北市新店區,1,RT202400003350,1.0,,24.955161,121.5545,1120,3,5
新北市新店區能仁街115巷旁工地,5A-平鎮倉,65256 郡安營造股份有限公司,16.0,72.4,231,新北市新店區,1,RT202500004422,1.0,,24.9548,121.540944,1120,2,5
新北市新店區華城六街102號對面工地-大台北華城,5A-平鎮倉,78111 三盛營造-大台北華城,16.0,54.8,231,新北市新店區,1,RT20250000012897,1.0,,24.92545,121.509969,1120,2,5
新北市新莊區(近泰山區 )中正路905號,5D-五股倉,70930 傳家公寓大廈管理委員會,8.0,50.1,242,新北市新莊區,1,RT20250000011600,1.0,,25.021389,121.411067,1195,1,8
新北市新莊區中原東路63號與69號中間,5D-五股倉,76996 藝起盛-中原東路,8.0,22.94,242,新北市新莊區,1,RT202500007694,1.0,,25.053994,121.46325,1195,1,5
新北市新莊區中原路及中華路三段路口,5D-五股倉,73567 承優營造-文華苑,16.0,16.395,242,新北市新莊區,1,RT202500007352,1.0,,25.054322,121.452553,1195,2,5
新北市新莊區中央路&昌平街口,5D-五股倉,71980 大都會汽車-新莊站,32.0,25.56,242,新北市新莊區,1,RT2024000860,,1.0,25.058067,121.455131,1195,4,5
新北市新莊區中央路與福壽街交叉口工地,5D-五股倉,56301 炎洲-新莊二期,8.0,15.15,242,新北市新莊區,1,RT20250000010244,1.0,,25.059364,121.457814,1195,1,5
新北市新莊區中正路655號,5D-五股倉,76598 匯發營造-?中松琴,16.0,41.2,242,新北市新莊區,1,RT202500005869,1.0,,25.030295,121.429795,1195,2,5
新北市新莊區中環路二段上-宏國-宏道豐匯-電聯定位,5D-五股倉,77372 簡玉萍,8.0,38.8,242,新北市新莊區,1,RT202500009637,1.0,,25.042847,121.441625,1195,1,5
新北市新莊區五工路66號工地,5D-五股倉,68995 呈豐營造-新莊,8.0,14.24,242,新北市新莊區,1,RT202500004012,1.0,,25.064175,121.459461,1195,1,5
新北市新莊區公園一路84號對面,5D-五股倉,72961 千瑞-禾蓮心家園,8.0,36.9,242,新北市新莊區,1,RT20250000011853,1.0,,25.036764,121.443127,1195,1,5
新北市新莊區化成路830號,5D-五股倉,76439 若翔股份,8.0,18.97,242,新北市新莊區,1,RT202500005231,1.0,,25.060011,121.464914,1195,1,5
新北市新莊區化成路9-2.9-3號-711宜家門市對面,5D-五股倉,78002 立華營造-泰博新莊,16.0,24.46,242,新北市新莊區,1,RT20250000012480,1.0,,25.043391,121.465022,1195,2,5
新北市新莊區新知一路6號工地,5D-五股倉,76861 億東營造-新莊,8.0,13.27,242,新北市新莊區,1,RT202500007176,1.0,,25.063411,121.463706,1195,1,5
新北市新莊區潭底溝抽水站,5D-五股倉,75648 昌豐營造-新莊,16.0,42.7,242,新北市新莊區,1,RT202500001638,1.0,,25.025289,121.43077,1195,2,5
新北市新莊區瓊林路59-3號旁,5D-五股倉,76194 鴻信營造-瓊林段372地號,8.0,34.8,242,新北市新莊區,1,RT202500003901,1.0,,25.027395,121.445061,1195,1,5
新北市新莊區瓊林路59-3號旁-追加,5D-五股倉,76194 鴻信營造-瓊林段372地號,8.0,35.7,242,新北市新莊區,1,RT20250000013456,1.0,,25.028142,121.444644,1195,1,5
新北市新莊區碧江街18號旁工地,5D-五股倉,71657 安住營造-曉西園,8.0,33.4,242,新北市新莊區,1,RT20240000013859,1.0,,25.034561,121.455214,1195,1,5
新北市新莊區碧江街18號旁工地-8F,5D-五股倉,71657 安住營造-曉西園,29.0,33.4,242,新北市新莊區,8,RT20250000011655,1.0,,25.034641,121.455311,1195,1,5
新北市新莊區福慧路231號旁,5D-五股倉,75551 政鼎營造-麗黛實業,8.0,17.29,242,新北市新莊區,1,RT202500001293,1.0,,25.061517,121.451711,1195,1,8
新北市板橋區四川路１段88號,5D-五股倉,68442 玖恩-板橋,8.0,26.2,220,新北市板橋區,1,RT2025000715,1.0,,25.005097,121.459356,1190,1,5
新北市板橋區太和街4巷3號,5D-五股倉,70699 智己行銷-太和,8.0,22.8,220,新北市板橋區,1,RT20250000013688,1.0,,25.019859,121.473953,1190,1,5
新北市板橋區文化路一段25號-板橋高中,5D-五股倉,77441 吉將營造-板橋高中,8.0,27.4,220,新北市板橋區,1,RT20250000013452,1.0,,25.011397,121.459633,1190,1,5
新北市板橋區文化路二段182巷7弄與9弄巷口,5D-五股倉,76363 開揚營造-江子翠危老案,8.0,13.5,220,新北市板橋區,1,RT202500004830,1.0,,25.027153,121.472481,1190,1,5
新北市板橋區文化路２段548巷13號,5D-五股倉,61734 僑蓮-板橋,8.0,11.5,220,新北市板橋區,1,RT20250000011371,1.0,,25.033933,121.476381,1190,1,5
新北市板橋區文化路２段548巷口工地,5D-五股倉,61734 僑蓮-板橋,8.0,11.5,220,新北市板橋區,1,RT20250000011372,1.0,,25.033983,121.476453,1190,1,5
新北市板橋區新站路-板橋車站旁,5D-五股倉,77915 宜佳營造-板橋車站,16.0,24.4,220,新北市板橋區,1,RT20250000011835,1.0,,25.015439,121.464222,1190,2,5
新北市板橋區新站路3號-福德公園,5D-五股倉,75785 新福星-福德公園,24.0,24.9,220,新北市板橋區,1,RT20250000013295,1.0,,25.011853,121.467128,1190,3,5
新北市板橋區板城路&藝文二街交叉口,5D-五股倉,71743 紹華-永翠28,24.0,30.33333333,220,新北市板橋區,1,RT2025000814,1.0,,25.022698,121.450756,1190,3,5
新北市板橋區環漢路四段668之1號,5D-五股倉,62607 立達企業社,8.0,56.0,220,新北市板橋區,1,RT2025000861,1.0,,24.986744,121.433566,1190,1,5
新北市板橋區環漢路四段668之3號,5D-五股倉,74188 鼎盛環工,8.0,56.0,220,新北市板橋區,1,RT202500009807,1.0,,24.986744,121.433839,1190,1,5
新北市板橋區翠華街6巷及8巷交叉口工地,5D-五股倉,73075 金堡國際-板橋,8.0,19.0,220,新北市板橋區,1,RT20250000011555,1.0,,25.024973,121.481842,1190,1,5
新北市板橋區莊敬路260號,5D-五股倉,73270 天瀚營造-板橋,8.0,23.0,220,新北市板橋區,1,RT202400006678,1.0,,25.021603,121.473917,1190,1,5
新北市板橋區莒光路161號,5D-五股倉,72029 嘉崴-莒光分隊,16.0,13.0,220,新北市板橋區,1,RT202400001015,1.0,,25.024489,121.473928,1190,2,5
新北市板橋區華江三路211號旁,5D-五股倉,72273 沅陞-幸福PLUS,8.0,16.1,220,新北市板橋區,1,RT202400002203,1.0,,25.036125,121.474192,1190,1,5
新北市板橋區華江三路211號旁-5F,5D-五股倉,72273 沅陞-幸福PLUS,14.0,16.1,220,新北市板橋區,5,RT202500009957,1.0,,25.036125,121.474195,1190,1,5
新北市板橋區華江三路32-60號,5D-五股倉,71416 福典建設有限公司,19.0,16.5,220,新北市板橋區,5,RT202500008151,1.0,,25.036527,121.477792,1190,1,5
新北市板橋區華江三路32-60號-1F,5D-五股倉,71416 福典建設有限公司,8.0,16.5,220,新北市板橋區,1,RT20250000012807,1.0,,25.036625,121.477575,1190,1,5
新北市板橋區華江三路32-60號-9F,5D-五股倉,71416 福典建設有限公司,19.0,16.5,220,新北市板橋區,9,RT20250000011517,1.0,,25.036555,121.477761,1190,1,5
新北市板橋區華江八路-洗車場,5D-五股倉,64631 張志鴻,8.0,15.1,220,新北市板橋區,1,RT20250000013290,1.0,,25.033972,121.467473,1190,1,5
新北市板橋區華江八路79號旁工地,5D-五股倉,77127 展揚營造-江翠工區,40.0,15.2,220,新北市板橋區,1,RT202500008559,1.0,,25.033858,121.467028,1190,5,5
新北市板橋區銘傳街76巷15號對面檳榔攤,5D-五股倉,50074 楊淨淳小姐,8.0,14.3,220,新北市板橋區,1,RT20240000015175,1.0,,25.031139,121.470278,1190,1,5
新北市林口區下福里-西部濱海公路-附座標,5A-平鎮倉,71370 茂翔營造有限公司,8.0,80.84,244,新北市林口區,1,RT20250000012639,1.0,,25.113992,121.305269,1400,1,10
新北市林口區中北三街-一品公園旁工地,5A-平鎮倉,73224 宜坤營造-林口,8.0,42.64,244,新北市林口區,1,RT20250000013063,1.0,,25.084077,121.383103,1400,1,8
新北市林口區中山路151號旁,5A-平鎮倉,76133 家固營造-林口,8.0,41.38,244,新北市林口區,1,RT202500003773,1.0,,25.079184,121.387055,1400,1,8
新北市林口區中正路396號,5A-平鎮倉,75682 隆準營造-林口,8.0,41.87,244,新北市林口區,1,RT202500001735,1.0,,25.077728,121.385136,1400,1,8
新北市林口區中湖路-附座標,5A-平鎮倉,75503 稻田-A3計畫,8.0,45.04,244,新北市林口區,1,RT202500001151,1.0,,25.098489,121.382317,1400,1,8
新北市林口區中華一路3號旁工地,5A-平鎮倉,75635 上亞營造-力通麗林段,8.0,42.98,244,新北市林口區,1,RT202500001606,1.0,,25.084111,121.381734,1400,1,8
新北市林口區中華路223巷1號隔壁工地,5A-平鎮倉,77694 甫仁營造有限公司,8.0,41.59,244,新北市林口區,1,RT20250000011119,1.0,,25.089569,121.385319,1400,1,8
新北市林口區仁愛路一段123巷口,5A-平鎮倉,76792 達辰工程-林口區,8.0,34.74,244,新北市林口區,1,RT202500006939,1.0,,25.07115,121.39848,1400,1,8
新北市林口區仁愛路一段211巷口,5A-平鎮倉,78009 地球營造-新林段782地號,8.0,34.43,244,新北市林口區,1,RT20250000012635,1.0,,25.073711,121.398522,1400,1,8
新北市林口區仁愛路一段261巷21號旁,5A-平鎮倉,69668 穩曜營造股份有限公司,8.0,36.0,244,新北市林口區,1,RT202500009013,1.0,,25.074478,121.397222,1400,1,8
新北市林口區仁愛路一段335巷工地,5A-平鎮倉,70678 興富謙建設股份有限公司,8.0,36.7,244,新北市林口區,1,RT20250000010953,1.0,,25.075756,121.393814,1400,1,8
新北市林口區仁愛路一段48巷口-林口新林16案,5A-平鎮倉,75277 三石營造-林口新林16案,16.0,36.27,244,新北市林口區,1,RT20240000015126,1.0,,25.07657,121.397114,1400,2,8
新北市林口區仁愛路一段61巷13號對面,5A-平鎮倉,75036 地球營造-新林段187地號,8.0,34.97,244,新北市林口區,1,RT20240000014043,1.0,,25.069706,121.398222,1400,1,8
新北市林口區仁愛路一段61巷17號旁,5A-平鎮倉,75855 菁宣營造-林口,8.0,35.03,244,新北市林口區,1,RT202500002547,1.0,,25.069592,121.397575,1400,1,8
新北市林口區仁愛路一段61巷17號旁邊的旁邊-吳賜恩,5A-平鎮倉,77283 菁宣營造-吳賜恩,8.0,35.07,244,新北市林口區,1,RT202500009168,1.0,,25.069581,121.397236,1400,1,8
新北市林口區仁愛路一段與83巷交叉口,5A-平鎮倉,78147 閎博建築-林口區,8.0,35.17,244,新北市林口區,1,RT20250000013001,1.0,,25.069911,121.396722,1400,1,8
新北市林口區佳林路&中正路邊,5A-平鎮倉,75884 儒鼎營造-林妙姿等4人,16.0,41.89,244,新北市林口區,1,RT202500002636,1.0,,25.077731,121.384894,1400,2,8
新北市林口區信義路&吉祥路交叉口-洗車場,5A-平鎮倉,77563 愛叡科技-銜接#74464 恆奕國際,8.0,50.05,244,新北市林口區,1,RT20250000010473,1.0,,25.081039,121.376661,1400,1,8
新北市林口區信義路289號(接待中心旁邊工地),5A-平鎮倉,75000 廣宏泰營-林口,8.0,50.28,244,新北市林口區,1,RT20240000013901,1.0,,25.08162,121.375314,1400,1,8
新北市林口區八德路500巷15號對面,5A-平鎮倉,74260 宏樸建設-曉霧,8.0,58.32,244,新北市林口區,1,RT20240000010696,1.0,,25.067123,121.356581,1400,1,8
新北市林口區公園路13號旁,5A-平鎮倉,72087 地樺-國宅段,8.0,55.98,244,新北市林口區,1,RT202400001291,1.0,,25.066739,121.366264,1400,1,8
新北市林口區南勢一街47巷1號,5A-平鎮倉,70901 森睦-森睦750,24.0,54.21333333,244,新北市林口區,1,RT20250000011896,1.0,,25.076486,121.361489,1400,3,8
新北市林口區吉祥路工地,5A-平鎮倉,69423 鴻軒營造-天玥,8.0,50.66,244,新北市林口區,1,RT20250000010438,1.0,,25.079898,121.375578,1400,1,8
新北市林口區四維路&吉祥路口-林口健身工廠停車場旁,5A-平鎮倉,75655 岱立營造-林口,16.0,50.7,244,新北市林口區,1,RT202500001740,1.0,,25.079889,121.375423,1400,2,8
新北市林口區四維路245巷39號旁,5A-平鎮倉,70184 合軒建設-林口,16.0,42.51,244,新北市林口區,1,RT2025000124,1.0,,25.075086,121.382086,1400,2,8
新北市林口區太平里太平嶺27號,5A-平鎮倉,76863 智己行銷-太平嶺,8.0,37.64,244,新北市林口區,1,RT202500007170,1.0,,25.115228,121.376534,1400,1,8
新北市林口區太平里汕頭32號-活動中心,5A-平鎮倉,77786 銘邦營造-活動中心,8.0,124.53,244,新北市林口區,1,RT20250000011432,1.0,,25.134733,121.364294,1400,1,8
新北市林口區工六路1號-台灣伯恩氏,5A-平鎮倉,77890 萬寧工程有限公司,8.0,37.51,244,新北市林口區,1,RT20250000011766,1.0,,25.079367,121.398094,1400,1,8
新北市林口區工四路20號,5A-平鎮倉,70582 宜佳-工四路,8.0,38.2,244,新北市林口區,1,RT20250000010669,1.0,,25.079473,121.402706,1400,1,8
新北市林口區忠孝一路78號,5A-平鎮倉,68634 能九營造-林口,8.0,53.44,244,新北市林口區,1,RT20250000012303,1.0,,25.073792,121.362656,1400,1,8
新北市林口區忠孝路256巷13號附近工地,5A-平鎮倉,70895 森碁營造-力行段437,32.0,53.14,244,新北市林口區,1,RT202500007662,1.0,,25.074048,121.3654,1400,4,8
新北市林口區文化三路一段617巷,5A-平鎮倉,75545 連翔建設-林口,8.0,52.13,244,新北市林口區,1,RT202500001278,1.0,,25.078495,121.370656,1400,1,8
新北市林口區文化三路一段與忠孝三路(三井停車場)-電聯,5A-平鎮倉,69521 里來亭-原#53592三水,8.0,57.34,244,新北市林口區,1,RT202500007235,1.0,,25.068667,121.362139,1400,1,8
新北市林口區文化三路二段41巷,5A-平鎮倉,72811 鴻軒-天邸案,16.0,51.71,244,新北市林口區,1,RT202400004854,1.0,,25.079636,121.372778,1400,2,8
新北市林口區文化三路二段41巷35號對面,5A-平鎮倉,70410 春宏建設有限公司,8.0,51.78,244,新北市林口區,1,RT20250000013731,1.0,,25.079548,121.372067,1400,1,8
新北市林口區文化二路二段371號,5A-平鎮倉,77042 政鼎營造-文化二路,8.0,43.35,244,新北市林口區,1,RT202500007910,1.0,,25.086847,121.381656,1400,1,8
新北市林口區文化二路二段及吉祥路交叉口工地,5A-平鎮倉,76830 鴻軒營造-天蒔案,16.0,51.07,244,新北市林口區,1,RT202500007040,1.0,,25.080056,121.377361,1400,2,8
新北市林口區文化二路１段8號郵局對面,5A-平鎮倉,65538 地樺-136林口,40.0,56.6,244,新北市林口區,1,RT20250000012801,1.0,,25.066622,121.363878,1400,5,8
新北市林口區文化二路２段490號旁工地,5A-平鎮倉,76657 竣浩營造-林口,8.0,43.59,244,新北市林口區,1,RT20250000013294,1.0,,25.088736,121.382886,1400,1,8
新北市林口區文化二路２段490號旁工地-追加,5A-平鎮倉,76657 竣浩營造-林口,8.0,43.6,244,新北市林口區,1,RT20250000010979,1.0,,25.088755,121.382878,1400,1,8
新北市林口區文化北路1段386號旁,5A-平鎮倉,66592 陳蓓玗工作室,16.0,53.65,244,新北市林口區,1,RT202500008896,1.0,,25.07482,121.362831,1400,2,8
新北市林口區文化北路一段60巷39號對面,5A-平鎮倉,75987 順東營造-林口,8.0,58.49,244,新北市林口區,1,RT202500003013,1.0,,25.067809,121.357325,1400,1,8
新北市林口區文化北路二段166巷底,5A-平鎮倉,69324 森碁營造-力行段437,16.0,61.96,244,新北市林口區,1,RT202500004568,1.0,,25.083347,121.372895,1400,2,8
新北市林口區文化北路二段550巷19弄,5A-平鎮倉,76317 森睦營造-512新建工程,16.0,47.91,244,新北市林口區,1,RT202500004405,1.0,,25.092489,121.378814,1400,2,8
新北市林口區文化北路二段550巷19弄-492建案,5A-平鎮倉,78088 森睦營造-492新建工程,16.0,48.05,244,新北市林口區,1,RT20250000012831,1.0,,25.092486,121.379511,1400,2,8
新北市林口區文林二街85號旁,5A-平鎮倉,76773 上亞營造-力通二期,8.0,49.12,244,新北市林口區,1,RT202500009427,1.0,,25.0869,121.375514,1400,1,8
新北市林口區東明一街15巷15號,5A-平鎮倉,75337 弘達建設-林口東明一街,8.0,44.58,244,新北市林口區,1,RT202500001430,1.0,,25.071731,121.393366,1400,1,8
新北市林口區東明一街15號,5A-平鎮倉,75337 弘達建設-林口東明一街,8.0,44.61,244,新北市林口區,1,RT2025000217,1.0,,25.071642,121.393644,1400,1,8
